Periodo;Tipo;Soporte;Programa;Importe;Origen
2021;Exterior;14;Madrid;37122;LOTE 1 Reconoc. y Acredit. de Competencias 1º Ola.xlsx
2021;Exterior;14;Madrid;37122;LOTE 1 Reconoc. y Acredit. de Competencias 2º Ola.xlsx
2021;Exterior;14;Madrid;34165;LOTE 1 COVID Otoño invierno.xlsx
2021;Exterior;14;Madrid;18981;LOTE 1 COVID Otoño invierno.xlsx
2021;Exterior;14;Madrid;31951;LOTE 1 COVID Otoño invierno.xlsx
2021;Internet;14;;146070;LOTE 2 Turismo Cultural.xlsx
2023;Exterior;14;Madrid;23745;LOTE 1 Arco Verde.xlsx
2021;Prensa;20 Minutos;Madrid;9151;LOTE 1 Reconoc. y Acredit. de Competencias 1º Ola.xlsx
2021;Prensa;20 Minutos;Madrid;9151;LOTE 1 Reconoc. y Acredit. de Competencias 2º Ola.xlsx
2021;Prensa;20 Minutos;Madrid;5983;LOTE 1 Nuevoscursosdeformacionprofe.xlsx
2021;Prensa;20 Minutos;Madrid;7062;LOTE 1 Economía Circular.xlsx
2021;Internet;20 Minutos;;2028;LOTE 2_Surge y Dia de la animación.xlsx
2021;Prensa;20 Minutos;Madrid;3531;LOTE 1 Festival Teatralia 2021.xlsx
2021;Internet;20 Minutos;;1240;LOTE 2 Fiesta 2 de Mayo.xlsx
2021;Prensa;20 Minutos;Madrid;1994;LOTE 1 DG IGUALDAD Mujer.xlsx
2021;Prensa;20 Minutos;Madrid;36605;LOTE 1 COVID Otoño invierno.xlsx
2021;Prensa;20 Minutos;Madrid;6101;LOTE 1 Día de Seg. y Salud en Trabajo.xlsx
2021;Prensa;20 Minutos;Madrid;6101;LOTE 1 Prevención Violencia.xlsx
2021;Prensa;20 Minutos;Madrid;1765;LOTE 1 Teatrosdecanal 1 TRI.xlsx
2021;Prensa;20 Minutos;Madrid;5296;LOTE 1 Teatros del Canal.xlsx
2021;Prensa;20 Minutos;Nacional;13586;LOTE 1 Turismo Otoño.xlsx
2021;Prensa;20 Minutos;Barcelona;4558;LOTE 1 Turismo Otoño.xlsx
2021;Prensa;20 Minutos;C. Valenciana;1426;LOTE 1 Turismo Otoño.xlsx
2021;Prensa;20 Minutos;Sevilla;1512;LOTE 1 Turismo Otoño.xlsx
2021;Prensa;20 Minutos;Nacional;4529;LOTE 1 Turismo Prim Verano.xlsx
2021;Prensa;20 Minutos;Nacional;6101;LOTE 1 Turismo Prim Verano.xlsx
2022;Prensa;20 Minutos;Madrid;8371;LOTE 1_Adoptaunpueblo.xlsx
2022;Prensa;20 Minutos;Nacional;9504;LOTE 1_Bonos Turisticos .xlsx
2022;Prensa;20 Minutos;Barcelona;1594;LOTE 1_Bonos Turisticos .xlsx
2022;Prensa;20 Minutos;C. Valenciana;490;LOTE 1_Bonos Turisticos .xlsx
2022;Prensa;20 Minutos;Sevilla;528;LOTE 1_Bonos Turisticos .xlsx
2022;Prensa;20 Minutos;Madrid;8371;LOTE 1_Competencias Profesionales.xlsx
2022;Prensa;20 Minutos;Madrid;6566;LOTE 1_Contra la Trata.xlsx
2022;Prensa;20 Minutos;Madrid;13133;LOTE 1- Contra la Violencia.xlsx
2022;Prensa;20 Minutos;Madrid;12806;LOTE 1 Contra Consumo Drogas.xlsx
2022;Prensa;20 Minutos;Madrid;6278;LOTE 1_Cursos Formación Profesional.xlsx
2022;Prensa;20 Minutos;Madrid;8371;LOTE 1 Cursos formacion propios .xlsx
2022;Prensa;20 Minutos;Madrid;16008;LOTE 1 Economia Circular.xlsx
2022;Prensa;20 Minutos;Madrid;1853;LOTE 1 Surge.xlsx
2022;Prensa;20 Minutos;Madrid;1853;LOTE 1_ FIVE 2022.xlsx
2022;Prensa;20 Minutos;Madrid;6403;LOTE 1_Mueveteentransporte.xlsx
2022;Prensa;20 Minutos;Madrid;6403;LOTE 1 Ganadería.xlsx
2022;Prensa;20 Minutos;Madrid;3202;LOTE 1 Emprendimiento de la Mujer.xlsx
2022;Prensa;20 Minutos;Madrid;1853;LOTE 1 La Noche de los Libros.xlsx
2022;Internet;20 Minutos;;5000;LOTE 2_Campaña Navidad.xlsx
2022;Prensa;20 Minutos;Madrid;19210;LOTE 1 Campaña Prevención ITS.xlsx
2022;Prensa;20 Minutos;Madrid;5296;LOTE 1 Prog Teatro Canal 2022.xlsx
2022;Prensa;20 Minutos;Madrid;12806;LOTE 1_Seguridad en el Trabajo.xlsx
2022;Prensa;20 Minutos;Madrid;16008;LOTE 1 Salud Socioemocional.xlsx
2022;Prensa;20 Minutos;Madrid;6403;LOTE 1 Teatralia.xlsx
2022;Prensa;20 Minutos;Nacional;19008;LOTE 1 Turismo Otoño.xlsx
2022;Prensa;20 Minutos;Barcelona;3187;LOTE 1 Turismo Otoño.xlsx
2022;Prensa;20 Minutos;C. Valenciana;979;LOTE 1 Turismo Otoño.xlsx
2022;Prensa;20 Minutos;Sevilla;1056;LOTE 1 Turismo Otoño.xlsx
2022;Prensa;20 Minutos;Madrid;22411;LOTE 1_Vacunación Covid 19 + Gripe.xlsx
2023;Prensa;20 Minutos;Madrid;2624;LOTE1 AO IP Exprop M-123 Algete.xlsx
2023;Prensa;20 Minutos;Madrid;12595;LOTE 1  Abono 65 años.xlsx
2023;Prensa;20 Minutos;Madrid;14414;LOTE 1_Acreditación Competencias.xlsx
2023;Prensa;20 Minutos;Madrid;15744;LOTE 1 Campaña Adopta un pueblo.xlsx
2023;Prensa;20 Minutos;Madrid;15744;LOTE 1 Arco Verde.xlsx
2023;Prensa;20 Minutos;Madrid;12595;LOTE 1 Campaña Contra la Trata.xlsx
2023;Prensa;20 Minutos;Madrid;7276;LOTE 1 Economia Circular.xlsx
2023;Prensa;20 Minutos;Madrid;10296;LOTE 1 Emprendimiento Femenino.xlsx
2023;Internet;20 Minutos;300X600, 300X250, 980X250, 728X90, 300X300, 320X100;1725;LOTE 2 Hispanidad.xlsx
2023;Prensa;20 Minutos;Madrid;1090;LOTE 1 Miradas Flamencas.xlsx
2023;Internet;20 Minutos;;1518;LOTE 2 Festival Sesion Vermú.xlsx
2023;Prensa;20 Minutos;Madrid;3638;LOTE 1 Teatralia Circus.xlsx
2023;Prensa;20 Minutos;Madrid;1819;LOTE 1 Fiestas 2 de Mayo.xlsx
2023;Prensa;20 Minutos;Madrid;3638;LOTE 1 La Noche de los Libros.xlsx
2023;Prensa;20 Minutos;Madrid;15744;LOTE 1 Prevención Infecciones Trans. Sexual.xlsx
2023;Prensa;20 Minutos;Madrid;8237;LOTE 1 Prevención Riesgos Laborales.xlsx
2023;Prensa;20 Minutos;Madrid;10914;LOTE 1 Programación Teatros del Canal.xlsx
2023;Prensa;20 Minutos;Madrid;12595;LOTE 1 Residencias Mayores.xlsx
2023;Prensa;20 Minutos;Madrid;9447;LOTE 1 Salud Cardiovascular.xlsx
2023;Prensa;20 Minutos;Madrid;7276;LOTE 1 Sensibilización contra Agresiones Sexuales.xlsx
2023;Prensa;20 Minutos;Madrid;7276;LOTE 1 Sensibilización contra Violencia de Género.xlsx
2023;Prensa;20 Minutos;1/2 Pagina Color;7276;LOTE 1 Bellas Artes.xlsx
2023;Internet;20 Minutos;;1369;LOTE 2 Bellas Artes.xlsx
2023;Prensa;20 Minutos;Nacional;32683;LOTE 1 Turismo de Otoño.xlsx
2023;Prensa;20 Minutos;Madrid;9447;Lote 1_ Vacunacion Covid + Gripe .xlsx
2023;Prensa;20 Minutos;Nacional;32733;LOTE 1 Veranea en Madrid.xlsx
2024;Prensa;20 Minutos;Madrid;16688;LOTE 1_Atencion Primaria.xlsx
2024;Prensa;20 Minutos;Madrid;16688;LOTE 1 Centro de crisis 24h.xlsx
2024;Prensa;20 Minutos;Madrid;16688;LOTE 1 Cuenta Digital.xlsx
2024;Prensa;20 Minutos;Madrid;13127;LOTE 1_Plan Empleo Joven.xlsx
2024;Internet;20 Minutos;;7252;LOTE 2_Plan Empleo Joven.xlsx
2024;Internet;20 Minutos;;2300;LOTE 2_Festival Hispanidad.xlsx
2024;Prensa;20 Minutos;Nacional;2317;LOTE 1_Fiestas Dos de Mayo.xlsx
2024;Prensa;20 Minutos;Madrid;10940;LOTE 1_Formacion Profesional.xlsx
2024;Prensa;20 Minutos;Madrid;10013;LOTE 1 Seg y Salud en el Trabajo.xlsx
2024;Prensa;20 Minutos;Madrid;3861;LOTE 1_La noche de los libros.xlsx
2024;Prensa;20 Minutos;Madrid;10940;LOTE 1 Nueva Teleasistencia.xlsx
2024;Prensa;20 Minutos;Madrid;13350;LOTE 1_Plan Alquila.xlsx
2024;Prensa;20 Minutos;Madrid;18662;LOTE 1_Prevención Adicciones.xlsx
2024;Prensa;20 Minutos;Madrid;10940;LOTE 1_Prevención Adicciones.xlsx
2024;Prensa;20 Minutos;Madrid;20026;LOTE 1 Salud Cardiovascular.xlsx
2024;Prensa;20 Minutos;Madrid;16688;LOTE 1_ Servicios 012.xlsx
2024;Prensa;20 Minutos;Madrid;3861;LOTE 1 Bellas Artes.xlsx
2024;Internet;20 Minutos;;7543;LOTE 2  Bellas Artes.xlsx
2024;Prensa;20 Minutos;Madrid;9653;LOTE 1_Subvenciones IRSST.xlsx
2024;Prensa;20 Minutos;Madrid;13350;LOTE 1 Trastornos TAC Jovenes.xlsx
2024;Prensa;20 Minutos;Nacional;23724;LOTE 1 Mad Rural.xlsx
2024;Prensa;20 Minutos;Nacional;34715;LOTE 1 Patrimonio Mundial Nacional.xlsx
2024;Prensa;20 Minutos;Madrid;10013;LOTE 1_Violencia contra la mujer.xlsx
2021;Internet;20 Minutos;;1000;LOTE 2 Festival Teatralia 2021.xlsx
2022;Internet;20 Minutos;;1415;LOTE 2 Teatralia.xlsx
2023;Internet;20 Minutos;;1561;LOTE 2 Festival Teatralia.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;9500;LOTE 2 Reconocimiento y acreditacion 1ºOla.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;9500;LOTE 2 Reconocimiento y acreditacion 2ºOla.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;12500;LOTE 2 Nuevoscursosdeformacionprofe.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 -970X250 - 320X100;5000;LOTE 2 Donacion Sangre.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;10000;LOTE 2 Economía Circular.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;11000;LOTE 2 C Evitar Relaj COVID.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;1500;LOTE 2 Feria Virtual Empleo.xlsx
2021;Internet;20 Minutos;970X250, 980X250, 300X600, 990X90, 728X90, 300X250, 300X100, 640X250, 300X100;35912;LOTE 2 COVID Otoño Invierno.xlsx
2021;Internet;20 Minutos;Video In Text, Prerroll;9126;LOTE 2 COVID Otoño Invierno.xlsx
2021;Internet;20 Minutos;;8000;LOTE 2 Prevencion Ludopatia.xlsx
2021;Internet;20 Minutos;;12500;LOTE 2 Día de Seg. y Salud en Trabajo.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 -728X90 - 980X250 - 320X100;15000;LOTE 2 Prevención Violencia.xlsx
2021;Internet;20 Minutos;;77000;LOTE 2 PROMOCION DEL TURISMO.xlsx
2021;Internet;20 Minutos;300X600;6000;LOTE 2 Trata de mujeres.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 - 320X100 - 728X90 - 980X250 - 990X250;18000;LOTE 2 Turismo Otoño.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;22000;LOTE 2 Turismo Prim Verano.xlsx
2021;Internet;20 Minutos;300X600 - 300X250 -970X250 - 320X100;6000;LOTE 2 Vuelve el transporte público.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -970X250 - 320X100;13520;LOTE 2_Acogimientofamiliar.xlsx
2022;Internet;20 Minutos;300X600, 320X100, 980X250, 728X90, 300X250;15876;LOTE 2_Adoptaunpueblo.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 - 320X100 - 728X90 - 980X250 - 990X250;20000;LOTE 2_Bonos Turisticos.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -970X250 - 320X100;9600;LOTE 2_Competencias Profesionales.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -970X250 - 320X100;9600;LOTE 2_Competencias Profesionales.xlsx
2022;Internet;20 Minutos;300X600, 980X250, 300X250, 728X90, 320X100;8027;LOTE 2  Contra la Trata.xlsx
2022;Internet;20 Minutos;300X600, 980X250, 728X90, 300X250;10562;LOTE 2- Contra la Violencia.xlsx
2022;Internet;20 Minutos;Vídeo;18739;LOTE 2 Contra Consumo Drogas.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -970X250 - 320X100;14000;LOTE2_Cursos Formación Profesional.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -970X250 - 320X100;9429;LOTE 2 Cursos formacion propios.xlsx
2022;Internet;20 Minutos;;33000;LOTE 2 Economia Circular.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;1986;LOTE 2 Feria Empleo Discapacidad.xlsx
2022;Internet;20 Minutos;300X600, 300X250, 980X250, 320X100;1986;LOTE 2 Hispanidad.xlsx
2022;Internet;20 Minutos;;3549;LOTE 2_Fomento Natalidad.xlsx
2022;Internet;20 Minutos;;11830;LOTE 2_Mueveteentransporte.xlsx
2022;Internet;20 Minutos;;12500;LOTE 2 Ganadería.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -970X250 - 320X100;9429;LOTE 2 Grados y Másteres.xlsx
2022;Internet;20 Minutos;;8000;LOTE 2 Emprendimiento de la Mujer.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 - 320X100 - 728X90 - 980X250 - 990X250;2112;LOTE 2 La Noche de los Teatros.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;8450;LOTE 2 Madrid Diversa.xlsx
2022;Internet;20 Minutos;Video Preroll;669;LOTE 2 Madrid Diversa.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 - 320X100 - 728X90 - 980X250 - 990X250;9717;LOTE 2 Campaña Prevención ITS.xlsx
2022;Internet;20 Minutos;;10454;LOTE 2_Plan Renove Calderas.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;10830;LOTE 2_Seguridad en el Trabajo.xlsx
2022;Internet;20 Minutos;Video Preroll;2955;LOTE 2_Seguridad en el Trabajo.xlsx
2022;Internet;20 Minutos;;15222;LOTE 2 Salud Socioemocional.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;7000;LOTE 2 Sumisión Química.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 - 320X100 - 728X90 - 980X250 - 990X250;17000;LOTE 2 Turismo Otoño.xlsx
2022;Internet;20 Minutos;10 Branded Content;77000;LOTE 2 TURISMO VIL&RUR.xlsx
2022;Internet;20 Minutos;300X600 - 300X250 -990X250 - 320X100;24505;LOTE 2 Vacunación. Covid 19 + Gripe.xlsx
2023;Internet;20 Minutos;;10000;LOTE 2 Abono 65 años.xlsx
2023;Internet;20 Minutos;300X600 - 300X250 -970X250 - 320X100;21875;LOTE 2_Acreditacion Competencias.xlsx
2023;Internet;20 Minutos;;12000;LOTE 2 Campaña Adopta un pueblo.xlsx
2023;Internet;20 Minutos;;31081;LOTE 2 Arco Verde.xlsx
2023;Internet;20 Minutos;;8200;LOTE 2 Campaña Contra la Trata.xlsx
2023;Internet;20 Minutos;300X600 - 300X250 -980X250 - 320X100 - 728X50;9540;LOTE 2 Economia Circular.xlsx
2023;Internet;20 Minutos;;8700;LOTE 2 Emprendimiento Femenino.xlsx
2023;Internet;20 Minutos;;9522;LOTE 2 Madrid Diversa.xlsx
2023;Internet;20 Minutos;;9315;LOTE 2 Nuevos Servicios 012.xlsx
2023;Internet;20 Minutos;300X600, 980X250, 300X250, 728X90, 320X100;6000;LOTE 2 Plan Renove Aires Acondicionados.xlsx
2023;Internet;20 Minutos;300X600, 980X250, 300X250, 728X90, 320X100;6000;LOTE 2 Plan Renove Calderas y Calentadores.xlsx
2023;Internet;20 Minutos;;7038;LOTE 2 Prevención Infecciones Trans. Sexual.xlsx
2023;Internet;20 Minutos;;6900;LOTE 2 Prevención Riesgos Laborales.xlsx
2023;Internet;20 Minutos;;9126;LOTE 2 Rehabilitación Edificios.xlsx
2023;Internet;20 Minutos;;18837;LOTE 2 Residencias Mayores.xlsx
2023;Internet;20 Minutos;;23500;LOTE 2 Salud Cardiovascular.xlsx
2023;Internet;20 Minutos;300X600, 980X250, 300X250, 728X90, 320X100;2898;LOTE 2 Seguridad Instalaciones gas.xlsx
2023;Internet;20 Minutos;;8280;LOTE 2 Sensibilización contra Agresiones Sexuales.xlsx
2023;Internet;20 Minutos;;6905;LOTE 2 Sensibilización contra Violencia de género.xlsx
2023;Internet;20 Minutos;;83333;LOTE 2 Turismo de Experiencias.xlsx
2023;Internet;20 Minutos;;43889;LOTE 2 Turismo de Otoño.xlsx
2023;Internet;20 Minutos;;16650;Lote 2_ Vacunacion Covid + Gripe.xlsx
2023;Internet;20 Minutos;;24150;LOTE 2 Veranea en Madrid.xlsx
2024;Internet;20 Minutos;;4351;LOTE 2_ArcoVerde.xlsx
2024;Internet;20 Minutos;;8207;LOTE 2_Atencion Primaria.xlsx
2024;Internet;20 Minutos;;25019;LOTE 2 Centro de crisis 24h.xlsx
2024;Internet;20 Minutos;;16498;LOTE 2 Cuenta Digital.xlsx
2024;Internet;20 Minutos;;33457;LOTE 2_Cuenta Digital Ola 2.xlsx
2024;Internet;20 Minutos;;15941;LOTE 2 Formacionprofesional.xlsx
2024;Internet;20 Minutos;;4351;LOTE 2 Seg y Salud en el Trabajo.xlsx
2024;Internet;20 Minutos;;10153;LOTE 2_MadridOFF.xlsx
2024;Internet;20 Minutos;;7143;LOTE 2_Madrid Te Quiero Diversa.xlsx
2024;Internet;20 Minutos;;7752;LOTE 2 Nueva Teleasistencia.xlsx
2024;Internet;20 Minutos;;11240;LOTE 2 Plan Alquila.xlsx
2024;Internet;20 Minutos;;26107;LOTE 2_Prevención Adicciones.xlsx
2024;Internet;20 Minutos;;25019;LOTE 2 Salud Cardiovascular.xlsx
2024;Internet;20 Minutos;;11240;LOTE 2_ Servicios 012.xlsx
2024;Internet;20 Minutos;;11966;LOTE 2 Trastornos TAC Jovenes.xlsx
2024;Internet;20 Minutos;;83333;LOTE 2 Mad Rural.xlsx
2024;Internet;20 Minutos;;17250;LOTE 2 Mad Rural Ola 2.xlsx
2024;Internet;20 Minutos;;43889;LOTE 2_Patrimonio Mundial Nacional.xlsx
2024;Internet;20 Minutos;;61444;LOTE 2_Turismo Productos Propios.xlsx
2024;Internet;20 Minutos;;8703;LOTE 2_Violencia contra la mujer.xlsx
2021;Internet;20 Minutos;;5000;LOTE 2 DG IGUALDAD Mujer.xlsx
2022;Internet;65 Y Mas;;2000;LOTE 2 Economia Circular.xlsx
2022;Internet;65 Y Mas;300X600 - 300X250 -990X250 - 320X100;4500;LOTE 2 Vacunación. Covid 19 + Gripe.xlsx
2022;Internet;65 Y Mas;300X600 - 300X250 - 320X100 - 728X90 - 980X250 - 990X250;1875;LOTE 2 Turismo Otoño.xlsx
2023;Internet;65 Y Mas;;3031;LOTE 2 Residencias Mayores.xlsx
2023;Internet;65 Y Mas;;2031;LOTE 2 Salud Cardiovascular.xlsx
2023;Internet;65 Y Mas;;2031;Lote 2_ Vacunacion Covid + Gripe.xlsx
2023;Internet;65 Y Mas;;2031;LOTE 2 Veranea en Madrid.xlsx
2024;Internet;65 Y Mas;;3108;LOTE 2 Nueva Teleasistencia.xlsx
2024;Internet;65 Y Mas;;4063;LOTE 2 Salud Cardiovascular.xlsx
2023;Internet;65 Y Mas;;2500;LOTE 2 Abono 65 años.xlsx
2021;Televisión;8 Madrid;El Escaparate;5200;LOTE 1 Reconoc. y Acredit. de Competencias 1º Ola.xlsx
2021;Televisión;8 Madrid;El Escaparate;4900;LOTE 1 Reconoc. y Acredit. de Competencias 1º Ola.xlsx
2021;Televisión;8 Madrid;Prime Time;168;LOTE 1 Reconoc. y Acredit. de Competencias 1º Ola.xlsx
2021;Televisión;8 Madrid;Tarde Fs;36;LOTE 1 Reconoc. y Acredit. de Competencias 1º Ola.xlsx
2021;Televisión;8 Madrid;El Escaparate;5200;LOTE 1 Reconoc. y Acredit. de Competencias 2º Ola.xlsx
2021;Televisión;8 Madrid;El Escaparate;4900;LOTE 1 Reconoc. y Acredit. de Competencias 2º Ola.xlsx
2021;Televisión;8 Madrid;Prime Time;168;LOTE 1 Reconoc. y Acredit. de Competencias 2º Ola.xlsx
2021;Televisión;8 Madrid;Tarde Fs;36;LOTE 1 Reconoc. y Acredit. de Competencias 2º Ola.xlsx
2021;Televisión;8 Madrid;El Escaparate;5200;LOTE 1 Nuevoscursosdeformacionprofe.xlsx
2021;Televisión;8 Madrid;El Escaparate;4900;LOTE 1 Nuevoscursosdeformacionprofe.xlsx
2021;Televisión;8 Madrid;Prime Time;671;LOTE 1 Nuevoscursosdeformacionprofe.xlsx
2021;Televisión;8 Madrid;Tarde Fs;190;LOTE 1 Nuevoscursosdeformacionprofe.xlsx
2021;Televisión;8 Madrid;Mañana;31;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;Tarde;107;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;Prime Time;261;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;Mañana Fs;21;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;Tarde Fs;63;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;Prime Time Fs;117;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;Mañana;4500;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;Tarde;9000;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;Prime Time;5500;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;El Escaparate;7916;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;El Escaparate;7280;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;Viajar De Cine;7900;LOTE 1 COVID Otoño invierno.xlsx
2021;Televisión;8 Madrid;Viajar De Cine;7760;LOTE 1 COVID Otoño invierno.xlsx
2022;Televisión;8 Madrid;Cine Martes;7;LOTE 1_Bonos Turisticos .xlsx
2022;Televisión;8 Madrid;Cine Jueves;6;LOTE 1_Bonos Turisticos .xlsx
2022;Televisión;8 Madrid;Cine Domingo;6;LOTE 1_Bonos Turisticos .xlsx
2022;Televisión;8 Madrid;El Escaparate Lunes;7;LOTE 1_Bonos Turisticos .xlsx
2022;Televisión;8 Madrid;El Escaparate Sábado;6;LOTE 1_Bonos Turisticos .xlsx
2022;Televisión;8 Madrid;Mañana;55;LOTE 1 Contra Consumo Drogas.xlsx
2022;Televisión;8 Madrid;Tarde;202;LOTE 1 Contra Consumo Drogas.xlsx
2022;Televisión;8 Madrid;Prime Time;302;LOTE 1 Contra Consumo Drogas.xlsx
2022;Televisión;8 Madrid;Mañana;36;LOTE 1 Contra Consumo Drogas.xlsx
2022;Televisión;8 Madrid;Tarde;124;LOTE 1 Contra Consumo Drogas.xlsx
2022;Televisión;8 Madrid;Prime Time;150;LOTE 1 Contra Consumo Drogas.xlsx
2022;Televisión;8 Madrid;Mañana;8;LOTE 1 Contra Consumo Drogas.xlsx
2022;Televisión;8 Madrid;Tarde;28;LOTE 1 Contra Consumo Drogas.xlsx
2022;Televisión;8 Madrid;Prime Time;67;LOTE 1 Contra Consumo Drogas.xlsx
2023;Televisión;8 Madrid;Mañana;114;LOTE 1 Residencias Mayores.xlsx
2023;Televisión;8 Madrid;Tarde;428;LOTE 1 Residencias Mayores.xlsx
2023;Televisión;8 Madrid;Prime Time;973;LOTE 1 Residencias Mayores.xlsx
2023;Televisión;8 Madrid;Mañana;70;LOTE 1 Residencias Mayores.xlsx
2023;Televisión;8 Madrid;Tarde;209;LOTE 1 Residencias Mayores.xlsx
2023;Televisión;8 Madrid;Prime Time;330;LOTE 1 Residencias Mayores.xlsx
2023;Televisión;8 Madrid;Mañana;4;LOTE 1 Residencias Mayores.xlsx
2023;Televisión;8 Madrid;Tarde;25;LOTE 1 Residencias Mayores.xlsx
2023;Televisión;8 Madrid;Prime Time;111;LOTE 1 Residencias Mayores.xlsx
2022;Televisión;8 Madrid;El Escaparate;900;LOTE 1_Acogimientofamiliar.xlsx
2022;Televisión;8 Madrid;El Escaparate;750;LOTE 1_Acogimientofamiliar.xlsx
2022;Televisión;8 Madrid;Cine Martes;3;LOTE 1_Acogimientofamiliar.xlsx
2022;Televisión;8 Madrid;Tarde;126;LOTE 1_Acogimientofamiliar.xlsx
2022;Televisión;8 Madrid;Prime Time;305;LOTE 1_Acogimientofamiliar.xlsx
2022;Televisión;8 Madrid;Tarde;65;LOTE 1_Acogimientofamiliar.xlsx
2022;Televisión;8 Madrid;Prime Time;136;LOTE 1_Acogimientofamiliar.xlsx
2022;Televisión;8 Madrid;El Escaparate;900;LOTE 1_Competencias Profesionales.xlsx
2022;Televisión;8 Madrid;El Escaparate;750;LOTE 1_Competencias Profesionales.xlsx
2022;Televisión;8 Madrid;Cine Martes;3;LOTE 1_Competencias Profesionales.xlsx
2022;Televisión;8 Madrid;Tarde;168;LOTE 1_Competencias Profesionales.xlsx
2022;Televisión;8 Madrid;Prime Time;407;LOTE 1_Competencias Profesionales.xlsx
2022;Televisión;8 Madrid;Tarde;86;LOTE 1_Competencias Profesionales.xlsx
2022;Televisión;8 Madrid;Prime Time;182;LOTE 1_Competencias Profesionales.xlsx
2022;Televisión;8 Madrid;El Escaparate;900;LOTE 1_Cursos Formación Profesional.xlsx
2022;Televisión;8 Madrid;El Escaparate;750;LOTE 1_Cursos Formación Profesional.xlsx
2022;Televisión;8 Madrid;Cine Martes;3;LOTE 1_Cursos Formación Profesional.xlsx
2022;Televisión;8 Madrid;Tarde;168;LOTE 1_Cursos Formación Profesional.xlsx
2022;Televisión;8 Madrid;Prime Time;407;LOTE 1_Cursos Formación Profesional.xlsx
2022;Televisión;8 Madrid;Tarde;86;LOTE 1_Cursos Formación Profesional.xlsx
2022;Televisión;8 Madrid;Prime Time;182;LOTE 1_Cursos Formación Profesional.xlsx
2022;Televisión;8 Madrid;El Escaparate;14;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;El Escaparate;11;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;Cine Martes;14;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;Cine Jueves;11;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;Cine Domingo;11;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;De Película;5;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;De Película;8;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;Tarde;101;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;Prime Time;203;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;Tarde;43;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;Prime Time;91;LOTE 1_Plan PIR.xlsx
2022;Televisión;8 Madrid;Mañana;22;LOTE 1_Seguridad en el Trabajo.xlsx
2022;Televisión;8 Madrid;Tarde;77;LOTE 1_Seguridad en el Trabajo.xlsx
2022;Televisión;8 Madrid;Prime Time;187;LOTE 1_Seguridad en el Trabajo.xlsx
