Periodo;Tipo;Soporte;Programa;Importe;Origen
2024;Radio;Capital Radio;07:00 - 9:30;98;LOTE 1_Violencia contra la mujer.xlsx
2024;Radio;Capital Radio;9:30 - 12:00;87;LOTE 1_Violencia contra la mujer.xlsx
2024;Radio;Capital Radio;12:00 - 18:30;77;LOTE 1_Violencia contra la mujer.xlsx
2024;Radio;Capital Radio;18:30 - 00:00;74;LOTE 1_Violencia contra la mujer.xlsx
2024;Radio;Capital Radio;Fin De Semana;23;LOTE 1_Violencia contra la mujer.xlsx
2023;Internet;Central De Medios;;6000;LOTE 2 Salud Cardiovascular.xlsx
2023;Internet;Central De Medios;;3681;Lote 2_ Vacunacion Covid + Gripe.xlsx
2024;Internet;Central De Medios;;2681;LOTE 2 Centro de crisis 24h.xlsx
2024;Internet;Central De Medios;;3003;LOTE 2 Cuenta Digital.xlsx
2024;Internet;Central De Medios;;3022;LOTE 2 Salud Cardiovascular.xlsx
2024;Internet;Central De Medios;;2500;LOTE 2 Trastornos TAC Jovenes.xlsx
2024;Internet;Central De Medios;;2949;LOTE 2 Mad Rural.xlsx
2023;Internet;Central De Medios;;10000;LOTE 2 Turismo de Otoño.xlsx
2024;Internet;Central De Medios;;3486;LOTE 2 Mad Rural Ola 2.xlsx
2024;Internet;Central De Medios;;5028;LOTE 2_Patrimonio Mundial Nacional.xlsx
2021;Proximidad;Chamberí 30 Días;Página Color;2754;LOTE 1 Reconoc. y Acredit. de Competencias 1º Ola.xlsx
2021;Proximidad;Chamberí 30 Días;Página Color;2754;LOTE 1 Reconoc. y Acredit. de Competencias 2º Ola.xlsx
2021;Proximidad;Chamberí 30 Días;Página Color;2754;LOTE 1 Nuevoscursosdeformacionprofe.xlsx
2021;Proximidad;Chamberí 30 Días;1/2 Página Color;1676;LOTE 1 Economía Circular.xlsx
2021;Proximidad;Chamberí 30 Días;1/2 Página Color;1676;LOTE 1 COVID Otoño invierno.xlsx
2021;Proximidad;Chamberí 30 Días;1/2 Página Color;1676;LOTE 1 Prevención Violencia.xlsx
2022;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1708;LOTE 1_Adoptaunpueblo.xlsx
2022;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;2809;LOTE 1_Competencias Profesionales.xlsx
2022;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1708;LOTE 1- Contra la Violencia.xlsx
2022;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1708;LOTE 1_Cursos Formación Profesional.xlsx
2022;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;2809;LOTE 1_Seguridad en el Trabajo.xlsx
2022;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;2809;LOTE 1 Salud Socioemocional.xlsx
2022;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;2809;LOTE 1 Turismo Otoño.xlsx
2022;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;2809;LOTE 1_Vacunación Covid 19 + Gripe.xlsx
2023;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;2475;LOTE 1_Acreditación Competencias.xlsx
2023;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1 Campaña Contra la Trata.xlsx
2023;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1 Economia Circular.xlsx
2023;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1 Prevención Riesgos Laborales.xlsx
2023;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1 Residencias Mayores.xlsx
2023;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;2475;LOTE 1 Salud Cardiovascular.xlsx
2023;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;2475;LOTE 1 Turismo de Otoño.xlsx
2023;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;Lote 1_ Vacunacion Covid + Gripe .xlsx
2023;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;2475;LOTE 1 Veranea en Madrid.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1 Centro de crisis 24h.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1 Cuenta Digital.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1_Plan Empleo Joven.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1_Formacion Profesional.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1 Nueva Teleasistencia.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1_Plan Alquila.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;2562;LOTE 1_Prevención Adicciones.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1559;LOTE 1 Salud Cardiovascular.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1 Trastornos TAC Jovenes.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;3010;LOTE 1 Mad Rural.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;4949;LOTE 1 Patrimonio Mundial Local.xlsx
2024;Proximidad;Chamberí 30 Días;Vallehermoso, Gaztambide, Arapiles, Trafalgar, Almagro Y Ríos Rosas;1505;LOTE 1_Violencia contra la mujer.xlsx
2023;Internet;Cierre Dgital;;1000;LOTE 2 Rehabilitación Edificios.xlsx
2021;Internet;Cinco Días;300X600 - 300X250 -990X250 - 320X100;5000;LOTE 2 Reconocimiento y acreditacion 1ºOla.xlsx
2021;Internet;Cinco Días;300X600 - 300X250 -990X250 - 320X100;5000;LOTE 2 Reconocimiento y acreditacion 2ºOla.xlsx
2021;Internet;Cinco Días;300X600 - 300X250 -990X250 - 320X100;6000;LOTE 2 Nuevoscursosdeformacionprofe.xlsx
2021;Internet;Cinco Días;300X600 - 300X250 -970X250 - 320X100;2000;LOTE 2 Donacion Sangre.xlsx
2021;Internet;Cinco Días;300X600 - 300X250 -970X250 - 320X100;3097;LOTE 2 Economía Circular.xlsx
2021;Internet;Cinco Días;300X600 - 300X250 -990X250 - 320X100;3000;LOTE 2 C Evitar Relaj COVID.xlsx
2021;Internet;Cinco Días;;1000;LOTE 2 DG IGUALDAD Mujer.xlsx
2021;Internet;Cinco Días;970X250, 980X250, 300X600, 990X90, 728X90, 300X250, 300X100, 640X250, 300X100;8000;LOTE 2 COVID Otoño Invierno.xlsx
2021;Internet;Cinco Días;;6500;LOTE 2 Día de Seg. y Salud en Trabajo.xlsx
2021;Internet;Cinco Días;300X600 - 300X250 -728X90 - 980X250 - 320X100;2004;LOTE 2 Prevención Violencia.xlsx
2021;Internet;Cinco Días;300X600;2027;LOTE 2 Trata de mujeres.xlsx
2021;Internet;Cinco Días;300X600 - 300X250 - 320X100 - 728X90 - 980X250 - 990X250;6000;LOTE 2 Turismo Otoño.xlsx
2021;Internet;Cinco Días;300X600 - 300X250 -990X250 - 320X100;8000;LOTE 2 Turismo Prim Verano.xlsx
2021;Internet;Cinco Días;300X600 - 300X250 -970X250 - 320X100;2000;LOTE 2 Vuelve el transporte público.xlsx
2022;Prensa;Cinco Días;Madrid;8;LOTE 1_ Proyecto Actas L-11.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 -970X250 - 320X100;5067;LOTE 2_Acogimientofamiliar.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 - 320X100 - 728X90 - 980X250 - 990X250;6000;LOTE 2_Bonos Turisticos.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 -970X250 - 320X100;4000;LOTE 2_Competencias Profesionales.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 -970X250 - 320X100;4000;LOTE 2_Competencias Profesionales.xlsx
2022;Internet;Cinco Días;300X600, 980X250, 300X250, 728X90, 320X100;4504;LOTE 2  Contra la Trata.xlsx
2022;Internet;Cinco Días;300X600, 980X250, 728X90, 300X250;5500;LOTE 2- Contra la Violencia.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 -970X250 - 320X100;6080;LOTE2_Cursos Formación Profesional.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 -970X250 - 320X100;1570;LOTE 2 Cursos formacion propios.xlsx
2022;Internet;Cinco Días;;9796;LOTE 2 Economia Circular.xlsx
2022;Internet;Cinco Días;;3885;LOTE 2_Mueveteentransporte.xlsx
2022;Internet;Cinco Días;;5000;LOTE 2 Ganadería.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 -970X250 - 320X100;1570;LOTE 2 Grados y Másteres.xlsx
2022;Internet;Cinco Días;;3850;LOTE 2 Emprendimiento de la Mujer.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 -990X250 - 320X100;3378;LOTE 2 Madrid Diversa.xlsx
2022;Internet;Cinco Días;;5517;LOTE 2_Plan Renove Calderas.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 -990X250 - 320X100;5630;LOTE 2_Seguridad en el Trabajo.xlsx
2022;Internet;Cinco Días;;6559;LOTE 2 Salud Socioemocional.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 -990X250 - 320X100;2850;LOTE 2 Sumisión Química.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 - 320X100 - 728X90 - 980X250 - 990X250;7500;LOTE 2 Turismo Otoño.xlsx
2022;Internet;Cinco Días;300X600 - 300X250 -990X250 - 320X100;9571;LOTE 2 Vacunación. Covid 19 + Gripe.xlsx
2023;Internet;Cinco Días;;3501;LOTE 2 Abono 65 años.xlsx
2023;Internet;Cinco Días;300X600 - 300X250 -970X250 - 320X100;8500;LOTE 2_Acreditacion Competencias.xlsx
2023;Internet;Cinco Días;;1097;LOTE 2 Campaña Adopta un pueblo.xlsx
2023;Internet;Cinco Días;;8500;LOTE 2 Arco Verde.xlsx
2023;Internet;Cinco Días;;4501;LOTE 2 Campaña Contra la Trata.xlsx
2023;Internet;Cinco Días;300X600 - 300X250 -980X250 - 320X100 - 728X50;5522;LOTE 2 Economia Circular.xlsx
2023;Internet;Cinco Días;;3500;LOTE 2 Emprendimiento Femenino.xlsx
2023;Internet;Cinco Días;;4000;LOTE 2 Feria Empleo.xlsx
2023;Internet;Cinco Días;;3397;LOTE 2 Madrid Diversa.xlsx
2023;Internet;Cinco Días;300X600, 980X250, 300X250, 728X90, 320X100;3435;LOTE 2 Plan Renove Aires Acondicionados.xlsx
2023;Internet;Cinco Días;300X600, 980X250, 300X250, 728X90, 320X100;3435;LOTE 2 Plan Renove Calderas y Calentadores.xlsx
2023;Internet;Cinco Días;;2966;LOTE 2 Prevención Riesgos Laborales.xlsx
2023;Internet;Cinco Días;;4585;LOTE 2 Rehabilitación Edificios.xlsx
2023;Internet;Cinco Días;;6650;LOTE 2 Residencias Mayores.xlsx
2023;Internet;Cinco Días;;4209;LOTE 2 Salud Cardiovascular.xlsx
2023;Internet;Cinco Días;;3567;LOTE 2 Sensibilización contra Agresiones Sexuales.xlsx
2023;Internet;Cinco Días;;2548;LOTE 2 Sensibilización contra Violencia de género.xlsx
2023;Internet;Cinco Días;;7360;LOTE 2 Turismo de Otoño.xlsx
2023;Internet;Cinco Días;;4256;Lote 2_ Vacunacion Covid + Gripe.xlsx
2023;Internet;Cinco Días;;8209;LOTE 2 Veranea en Madrid.xlsx
2024;Internet;Cinco Días;;1548;LOTE 2_ArcoVerde.xlsx
2024;Internet;Cinco Días;;1732;LOTE 2_Atencion Primaria.xlsx
2024;Internet;Cinco Días;;1203;LOTE 2_Plan Empleo Joven.xlsx
2024;Internet;Cinco Días;;1434;LOTE 2_ Feria Empleo Discapacidad.xlsx
2024;Internet;Cinco Días;;2548;LOTE 2 Seg y Salud en el Trabajo.xlsx
2024;Internet;Cinco Días;;1586;LOTE 2_Madrid Te Quiero Diversa.xlsx
2024;Internet;Cinco Días;;1732;LOTE 2 Nueva Teleasistencia.xlsx
2024;Internet;Cinco Días;;2038;LOTE 2 Plan Alquila.xlsx
2024;Internet;Cinco Días;;2133;LOTE 2_Prevención Adicciones.xlsx
2024;Internet;Cinco Días;;2038;LOTE 2_ Servicios 012.xlsx
2024;Internet;Cinco Días;;3963;LOTE 2 Mad Rural Ola 2.xlsx
2024;Internet;Cinco Días;;2265;LOTE 2_Patrimonio Mundial Nacional.xlsx
2024;Internet;Cinco Días;;1586;LOTE 2_Violencia contra la mujer.xlsx
2022;Prensa;Cinco Días;Nacional;198;LOTE 1_Contra la Trata.xlsx
2022;Prensa;Cinco Días;Nacional;198;LOTE 1- Contra la Violencia.xlsx
2023;Prensa;Cinco Días;Nacional;149;LOTE 1 Convocatorias Aceleradoras.xlsx
2023;Internet;Cinco Días;;3057;LOTE 2 Convocatorias Aceleradoras.xlsx
2023;Prensa;Cinco Días;Nacional;79;LOTE 1_Acreditación Competencias.xlsx
2023;Internet;Cinco Días;;7624;LOTE 2 Turismo de Experiencias.xlsx
2024;Internet;Cinco Días;;2548;LOTE 2 Centro de crisis 24h.xlsx
2024;Internet;Cinco Días;;2586;LOTE 2 Cuenta Digital.xlsx
2024;Internet;Cinco Días;;1590;LOTE 2 Formacionprofesional.xlsx
2024;Internet;Cinco Días;;2567;LOTE 2 Salud Cardiovascular.xlsx
2024;Internet;Cinco Días;;6114;LOTE 2 Mad Rural.xlsx
2024;Cine;Cine Y Tele;Madrid;105000;LOTE 1_Prevención Adicciones.xlsx
2021;Internet;Cine Y Tele;;450;LOTE 2 Semana del corto.xlsx
2022;Internet;Cine Y Tele;;1736;LOTE 2 Film Madrid.xlsx
2022;Internet;Cine Y Tele;;500;LOTE 2 Semana del corto.xlsx
2023;Revistas;Cine Y Tele;Nacional;1802;LOTE 1 Film Madrid.xlsx
2023;Internet;Cine Y Tele;;550;LOTE 2  Semana del cortometraje.xlsx
2024;Internet;Cine Y Tele;;400;LOTE 2_Semana del cortometraje.xlsx
2024;Revistas;Cine Y Tele;Nacional;2260;LOTE 1_Film Madrid.xlsx
2021;Prensa;Cine Y Tele;Nacional;210;LOTE 1 Film Madrid.xlsx
2022;Revistas;Cine Y Tele;Nacional;105;LOTE 1_Film Madrid 4 TRI.xlsx
2021;Revistas;Cinemania;Nacional;2171;LOTE 1 1º Sem Bellas Artes.xlsx
2021;Prensa;Cinemania;Nacional;5788;LOTE 1 Film Madrid.xlsx
2021;Internet;Cinemania;;1800;LOTE 2 Film Madrid.xlsx
2021;Internet;Cinemania;;756;LOTE 2 Semana del corto.xlsx
2022;Internet;Cinemania;;864;LOTE 2 Semana del corto.xlsx
2023;Internet;Cinemania;;637;LOTE 2  Semana del cortometraje.xlsx
2024;Revistas;Cinemania;Nacional;4648;LOTE 1 Bellas Artes.xlsx
2023;Internet;Círculo De Bellas Artes;Banner;1500;LOTE 2 Escenas de verano.xlsx
2024;Internet;Círculo De Bellas Artes;;1500;LOTE 2 Escenasdeverano.xlsx
2022;Internet;Círculo De Bellas Artes;300X600 -300X250;1000;LOTE 2_Acogimientofamiliar.xlsx
2022;Internet;Círculo De Bellas Artes;;1000;LOTE 2 Fomento de la lectura.xlsx
2022;Internet;Círculo De Bellas Artes;300X600 - 300X250;1200;LOTE 2_Competencias Profesionales.xlsx
2022;Internet;Círculo De Bellas Artes;300X600 - 300X250;1200;LOTE 2_Competencias Profesionales.xlsx
2022;Internet;Círculo De Bellas Artes;Banner;1200;LOTE 2_Escenas de verano.xlsx
2022;Internet;Círculo De Bellas Artes;;1000;LOTE 2_Mueveteentransporte.xlsx
2022;Internet;Círculo De Bellas Artes;;2620;LOTE 2_Campaña Navidad.xlsx
2022;Internet;Círculo De Bellas Artes;;3530;LOTE 2 Salud Socioemocional.xlsx
2022;Internet;Círculo De Bellas Artes;300X600 - 300X250 - 320X100 - 728X90 - 980X250 - 990X250;1000;LOTE 2 Turismo Otoño.xlsx
2023;Internet;Círculo De Bellas Artes;;1000;LOTE 2 Convocatorias Aceleradoras.xlsx
2023;Internet;Círculo De Bellas Artes;300X600 - 300X250;1500;LOTE 2_Acreditacion Competencias.xlsx
2023;Internet;Círculo De Bellas Artes;;1000;LOTE2 Captación Carné Joven.xlsx
2023;Internet;Círculo De Bellas Artes;;1000;LOTE 2 Exposición Región.xlsx
2023;Internet;Círculo De Bellas Artes;300X600, 300X250, 300X300, 320X100;1500;LOTE 2 Hispanidad.xlsx
2023;Internet;Círculo De Bellas Artes;;1000;LOTE 2 Residencias Mayores.xlsx
2023;Internet;Círculo De Bellas Artes;;2500;LOTE 2 Turismo de Otoño.xlsx
2023;Internet;Círculo De Bellas Artes;;1000;LOTE 2 Veranea en Madrid.xlsx
2024;Internet;Círculo De Bellas Artes;;1000;LOTE 2_Patrimonio Mundial Nacional.xlsx
2022;Internet;Círculo De Bellas Artes;;1000;LOTE 2 Suma Flamenca.xlsx
2022;Internet;Círculo De Bellas Artes;;1000;LOTE 2_Bellas Artes 2º semestre.xlsx
2022;Internet;Círculo De Bellas Artes;;1000;LOTE 2_Teatralia Circus.xlsx
2022;Internet;Clavo Ardiendo;;1000;LOTE 2_Bellas Artes.xlsx
2023;Internet;Clavo Ardiendo;;2500;LOTE 2 Bellas Artes.xlsx
2024;Internet;Clavo Ardiendo;;1071;LOTE 2  Bellas Artes.xlsx
2021;Exterior;Clear Channel;Madrid;8474;LOTE 1 3ºCuatrimestre Bellas Artes.xlsx
2021;Exterior;Clear Channel;Madrid;12105;LOTE 1 Economía Circular.xlsx
2021;Exterior;Clear Channel;Madrid;16947;LOTE 1_La Noche de los Libros.xlsx
2021;Exterior;Clear Channel;Cc.Aa. Madrid;3615;LOTE 1 DG IGUALDAD Mujer.xlsx
2021;Exterior;Clear Channel;Madrid;12105;LOTE 1 Prevención Violencia.xlsx
2021;Exterior;Clear Channel;Madrid;1453;LOTE 1 Turismo Otoño.xlsx
2022;Exterior;Clear Channel;Madrid;1453;LOTE 1_ FIVE 2022.xlsx
2022;Exterior;Clear Channel;Madrid;1453;LOTE 1_ FIVE 2022.xlsx
2022;Exterior;Clear Channel;Madrid;1453;LOTE 1_ FIVE 2022.xlsx
2022;Exterior;Clear Channel;Cc.Aa. Madrid;9684;LOTE 1 Emprendimiento de la Mujer.xlsx
2021;Exterior;Clear Channel;Madrid;41641;LOTE 1 Donacion Sangre.xlsx
2023;Exterior;Clece;Madrid;33000;LOTE 1 Turismo de Otoño.xlsx
2023;Exterior;Clece;Madrid;22440;LOTE 1 Turismo de Otoño.xlsx
2024;Exterior;Clece;Madrid;22440;LOTE 1_Atencion Primaria.xlsx
2024;Exterior;Clece;Madrid;13200;LOTE 1 Centro de crisis 24h.xlsx
2024;Exterior;Clece;Madrid;26400;LOTE 1_Plan Empleo Joven.xlsx
2024;Exterior;Clece;Madrid;13200;LOTE 1_Formacion Profesional.xlsx
2024;Exterior;Clece;Madrid;22440;LOTE 1 Seg y Salud en el Trabajo.xlsx
2024;Exterior;Clece;Madrid;13200;LOTE 1_Plan Alquila.xlsx
2024;Exterior;Clece;Madrid;14850;LOTE 1 Patrimonio Mundial Local.xlsx
2021;Prensa;Club + Renfe;Nacional;3699;LOTE 1 Turismo Otoño.xlsx
2022;Revistas;Club + Renfe;Nacional;3081;LOTE 1 Hispanidad.xlsx
2024;Revistas;Club + Renfe;Nacional;3322;LOTE 1 Bellas Artes.xlsx
2024;Revistas;Club + Renfe;Nacional;8752;LOTE 1 Mad Rural.xlsx
2024;Revistas;Club + Renfe;Nacional;8752;LOTE 1 Patrimonio Mundial Nacional.xlsx
2024;Revistas;Club Influencers;Nacional;4035;LOTE 1 Patrimonio Mundial Nacional.xlsx
2021;Internet;Cmcam;300X300;3500;LOTE 2 Reconocimiento y acreditacion 1ºOla.xlsx
2021;Internet;Cmcam;300X300;3500;LOTE 2 Reconocimiento y acreditacion 2ºOla.xlsx
2021;Internet;Cmcam;300X600, 300X250, 300X300, 980X250;3000;LOTE 2 COVID Otoño Invierno.xlsx
2021;Internet;Cmcam;300X300;3500;LOTE 2 Turismo Otoño.xlsx
2022;Internet;Cmcam;300X300;3500;LOTE 2_Bonos Turisticos.xlsx
2022;Internet;Cmcam;;2500;LOTE 2 Ganadería.xlsx
2022;Internet;Codalario;;1250;LOTE 2_ FIVE 2022.xlsx
2023;Internet;Codalario;300X300;850;LOTE 2 Escenas de verano.xlsx
2023;Internet;Codalario;;450;LOTE 2 FESTIVAL FIAS.xlsx
2023;Internet;Codalario;;500;LOTE 2 FIVE.xlsx
2024;Internet;Codalario;;850;LOTE 2 Escenasdeverano.xlsx
2021;Revistas;Concreta;Nacional;279;LOTE 1 1º Sem Bellas Artes.xlsx
2022;Revistas;Concreta;Nacional;328;LOTE 1_Bellas Artes.xlsx
2023;Internet;Condé Nast Traveller;;7879;LOTE 2 Turismo de Otoño.xlsx
2024;Internet;Condé Nast Traveller;;7880;LOTE 2_Patrimonio Mundial Nacional.xlsx
2024;Internet;Condé Nast Traveller;;7880;LOTE 2_Turismo Productos Propios.xlsx
2023;Internet;Consalud;;1500;LOTE 2 Salud Cardiovascular.xlsx
2023;Internet;Consalud;;1500;Lote 2_ Vacunacion Covid + Gripe.xlsx
2021;Internet;Contexto;;958;LOTE 2 Miradas Flamencas.xlsx
2022;Internet;Contexto;;1050;LOTE 2_Miradas Flamencas.xlsx
2023;Internet;Contexto;;500;LOTE 2 FIVE.xlsx
2024;Internet;Coolt;;3000;LOTE 2 Mad Rural.xlsx
2021;Radio;Cope;Herrera En Cope;2938;LOTE 1 1º Sem Bellas Artes.xlsx
2021;Radio;Cope;La Tarde;1598;LOTE 1 1º Sem Bellas Artes.xlsx
2021;Radio;Cope;Herrera En Cope;116000;LOTE 1 PROMOCION DEL TURISMO.xlsx
2022;Radio;Cope;Herrera En Cope;8910;LOTE 1_Acogimientofamiliar.xlsx
2022;Radio;Cope;Mediodia Cope;4320;LOTE 1_Acogimientofamiliar.xlsx
2022;Radio;Cope;La Tarde;4752;LOTE 1_Acogimientofamiliar.xlsx
2022;Radio;Cope;La Linterna;5832;LOTE 1_Acogimientofamiliar.xlsx
2022;Radio;Cope;Herrera En Cope;8910;LOTE 1_Adoptaunpueblo.xlsx
2022;Radio;Cope;Mediodia Cope;3888;LOTE 1_Adoptaunpueblo.xlsx
2022;Radio;Cope;La Tarde;3888;LOTE 1_Adoptaunpueblo.xlsx
2022;Radio;Cope;La Linterna;3888;LOTE 1_Adoptaunpueblo.xlsx
2022;Radio;Cope;Herrera En Cope;1620;LOTE 1_Bellas Artes.xlsx
2022;Radio;Cope;La Tarde;1296;LOTE 1_Bellas Artes.xlsx
2022;Radio;Cope;La Linterna;1296;LOTE 1_Bellas Artes.xlsx
2022;Radio;Cope;Herrera En Cope;25078;LOTE 1_Bonos Turisticos .xlsx
2022;Radio;Cope;Mediodia Cope;20261;LOTE 1_Bonos Turisticos .xlsx
2022;Radio;Cope;La Tarde;11578;LOTE 1_Bonos Turisticos .xlsx
2022;Radio;Cope;La Linterna;3931;LOTE 1_Bonos Turisticos .xlsx
2022;Radio;Cope;Herrera En Cope;12150;LOTE 1_Competencias Profesionales.xlsx
2022;Radio;Cope;Mediodia Cope;5184;LOTE 1_Competencias Profesionales.xlsx
2022;Radio;Cope;La Tarde;6480;LOTE 1_Competencias Profesionales.xlsx
2022;Radio;Cope;La Linterna;7128;LOTE 1_Competencias Profesionales.xlsx
2022;Radio;Cope;Herrera En Cope;3240;LOTE 1_Contra la Trata.xlsx
2022;Radio;Cope;Mediodia Cope;4320;LOTE 1_Contra la Trata.xlsx
2022;Radio;Cope;La Tarde;4320;LOTE 1_Contra la Trata.xlsx
2022;Radio;Cope;La Linterna;2592;LOTE 1_Contra la Trata.xlsx
2022;Radio;Cope;Herrera En Cope;6480;LOTE 1- Contra la Violencia.xlsx
2022;Radio;Cope;Mediodia Cope;2160;LOTE 1- Contra la Violencia.xlsx
2022;Radio;Cope;La Tarde;3456;LOTE 1- Contra la Violencia.xlsx
2022;Radio;Cope;La Linterna;3240;LOTE 1- Contra la Violencia.xlsx
2022;Radio;Cope;Herrera En Cope;9720;LOTE 1_Cursos Formación Profesional.xlsx
2022;Radio;Cope;Mediodia Cope;2592;LOTE 1_Cursos Formación Profesional.xlsx
2022;Radio;Cope;La Tarde;4320;LOTE 1_Cursos Formación Profesional.xlsx
2022;Radio;Cope;La Linterna;3888;LOTE 1_Cursos Formación Profesional.xlsx
2022;Radio;Cope;Herrera En Cope;8910;LOTE 1 Cursos formacion propios .xlsx
2022;Radio;Cope;Mediodia Cope;2592;LOTE 1 Cursos formacion propios .xlsx
2022;Radio;Cope;La Tarde;3888;LOTE 1 Cursos formacion propios .xlsx
2022;Radio;Cope;La Linterna;3888;LOTE 1 Cursos formacion propios .xlsx
2022;Radio;Cope;Herrera En Cope;12150;LOTE 1 Economia Circular.xlsx
2022;Radio;Cope;Mediodia Cope;6480;LOTE 1 Economia Circular.xlsx
2022;Radio;Cope;La Tarde;5184;LOTE 1 Economia Circular.xlsx
2022;Radio;Cope;La Linterna;3888;LOTE 1 Economia Circular.xlsx
2022;Radio;Cope;Herrera En Cope;3645;LOTE 1 Feria Empleo Discapacidad.xlsx
2022;Radio;Cope;Mediodia Cope;3240;LOTE 1 Feria Empleo Discapacidad.xlsx
2022;Radio;Cope;La Tarde;3240;LOTE 1 Feria Empleo Discapacidad.xlsx
2022;Radio;Cope;La Linterna;3888;LOTE 1 Feria Empleo Discapacidad.xlsx
2022;Radio;Cope;Herrera En Cope;2430;LOTE 1 Hispanidad.xlsx
2022;Radio;Cope;Mediodia Cope;1296;LOTE 1 Hispanidad.xlsx
2022;Radio;Cope;La Tarde;864;LOTE 1 Hispanidad.xlsx
2022;Radio;Cope;La Linterna;1944;LOTE 1 Hispanidad.xlsx
2022;Radio;Cope;La Tarde;2160;LOTE 1 Suma Flamenca.xlsx
2022;Radio;Cope;Herrera En Cope;4860;LOTE 1_Fomento Natalidad.xlsx
2022;Radio;Cope;Mediodia Cope;1728;LOTE 1_Fomento Natalidad.xlsx
